,Race History
,Race #,Speed,Accuracy,Points,Place,Date,Options
2435,275,59 WPM,97.3%,39,1/5,"Nov. 20, 2020",
2436,274,63 WPM,96.2%,58,2/4,"Nov. 20, 2020",
2437,273,56 WPM,95.5%,32,3/5,"Nov. 20, 2020",
2438,272,59 WPM,96.9%,83,1/5,"Nov. 20, 2020",
2439,271,54 WPM,98.1%,45,4/5,"Nov. 20, 2020",
2440,270,61 WPM,97.4%,95,4/4,"Nov. 20, 2020",
2441,269,55 WPM,96.7%,44,4/5,"Nov. 20, 2020",
2442,268,62 WPM,97.3%,71,4/5,"Nov. 20, 2020",
2443,267,62 WPM,98.4%,103,2/5,"Nov. 20, 2020",
2444,266,60 WPM,98.1%,48,1/4,"Nov. 20, 2020",
2445,265,54 WPM,95.0%,25,5/5,"Nov. 20, 2020",
2446,264,62 WPM,98.7%,25,3/5,"Nov. 20, 2020",
2447,263,61 WPM,96.9%,46,4/5,"Nov. 20, 2020",
2448,262,56 WPM,96.0%,90,3/5,"Nov. 20, 2020",
2449,261,65 WPM,98.1%,45,4/5,"Nov. 19, 2020",
2450,260,62 WPM,97.5%,38,5/5,"Nov. 19, 2020",
2451,259,56 WPM,96.5%,43,3/5,"Nov. 19, 2020",
2452,258,59 WPM,96.2%,42,1/4,"Nov. 19, 2020",
2453,257,59 WPM,97.2%,115,3/4,"Nov. 19, 2020",
2454,256,63 WPM,97.4%,55,4/5,"Nov. 19, 2020",
2455,255,61 WPM,97.6%,57,3/5,"Nov. 19, 2020",
2456,254,58 WPM,96.7%,33,2/5,"Nov. 19, 2020",
2457,253,56 WPM,97.9%,48,4/5,"Nov. 19, 2020",
2458,252,59 WPM,97.0%,52,3/5,"Nov. 19, 2020",
2459,251,58 WPM,96.9%,37,3/5,"Nov. 19, 2020",
2460,250,64 WPM,97.9%,58,2/5,"Nov. 19, 2020",
2461,249,61 WPM,97.9%,104,4/5,"Nov. 19, 2020",
2462,248,58 WPM,97.1%,61,1/5,"Nov. 19, 2020",
2463,247,62 WPM,97.6%,64,4/5,"Nov. 19, 2020",
2464,246,63 WPM,97.8%,39,1/5,"Nov. 19, 2020",
2465,245,56 WPM,97.4%,30,3/5,"Nov. 19, 2020",
2466,244,60 WPM,98.3%,71,3/5,"Nov. 19, 2020",
2467,243,62 WPM,98.9%,69,1/5,"Nov. 19, 2020",
2468,242,59 WPM,98.3%,67,4/5,"Nov. 19, 2020",
2469,241,60 WPM,97.3%,39,4/5,"Nov. 19, 2020",
2470,240,59 WPM,96.3%,25,2/5,"Nov. 19, 2020",
2471,239,59 WPM,97.5%,39,3/4,"Nov. 19, 2020",
2472,238,53 WPM,97.8%,57,4/5,"Nov. 19, 2020",
2473,237,59 WPM,97.8%,35,3/5,"Nov. 19, 2020",
2474,236,58 WPM,97.4%,48,4/5,"Nov. 19, 2020",
2475,235,59 WPM,95.7%,61,2/5,"Nov. 19, 2020",
2476,234,60 WPM,97.7%,38,4/5,"Nov. 19, 2020",
2477,233,63 WPM,96.1%,40,2/5,"Nov. 19, 2020",
2478,232,49 WPM,94.1%,42,3/5,"Nov. 19, 2020",
2479,231,65 WPM,97.5%,108,5/5,"Nov. 19, 2020",
2480,230,65 WPM,98.5%,66,1/5,"Nov. 19, 2020",
2481,229,60 WPM,96.2%,53,3/5,"Nov. 19, 2020",
2482,228,61 WPM,97.3%,49,2/4,"Nov. 19, 2020",
2483,227,62 WPM,97.6%,66,1/5,"Nov. 19, 2020",
2484,226,64 WPM,97.4%,40,3/5,"Nov. 19, 2020",
2485,225,62 WPM,97.7%,26,1/5,"Nov. 19, 2020",
2486,224,55 WPM,95.2%,90,2/3,"Nov. 19, 2020",
2487,223,56 WPM,96.2%,34,5/5,"Nov. 19, 2020",
2488,222,55 WPM,96.1%,31,5/5,"Nov. 19, 2020",
2489,221,60 WPM,96.3%,49,5/5,"Nov. 19, 2020",
2490,220,60 WPM,94.9%,77,1/5,"Nov. 19, 2020",
2491,219,57 WPM,94.5%,32,3/5,"Nov. 19, 2020",
2492,218,58 WPM,96.6%,66,4/5,"Nov. 19, 2020",
2493,217,68 WPM,97.6%,42,5/5,"Nov. 19, 2020",
2494,216,56 WPM,95.1%,37,4/5,"Nov. 19, 2020",
2495,215,58 WPM,93.2%,37,3/5,"Nov. 19, 2020",
2496,214,54 WPM,94.7%,44,3/4,"Nov. 19, 2020",
2497,213,65 WPM,96.4%,48,1/5,"Nov. 19, 2020",
2498,212,61 WPM,95.6%,37,5/5,"Nov. 19, 2020",
2499,211,65 WPM,97.9%,46,1/5,"Nov. 19, 2020",
2500,210,65 WPM,97.7%,57,3/4,"Nov. 19, 2020",
2501,209,63 WPM,95.9%,29,2/4,"Nov. 19, 2020",
2502,208,56 WPM,94.7%,35,4/5,"Nov. 19, 2020",
2503,207,55 WPM,95.5%,92,3/5,"Nov. 19, 2020",
2504,206,58 WPM,95.3%,48,3/5,"Nov. 19, 2020",
2505,205,63 WPM,96.0%,46,3/5,"Nov. 19, 2020",
2506,204,58 WPM,94.2%,39,3/5,"Nov. 19, 2020",
2507,203,55 WPM,95.2%,46,5/5,"Nov. 19, 2020",
2508,202,58 WPM,95.3%,54,1/5,"Nov. 19, 2020",
2509,201,48 WPM,92.5%,20,5/5,"Nov. 19, 2020",
2510,200,64 WPM,98.2%,32,3/5,"Nov. 19, 2020",
2511,199,58 WPM,96.2%,43,4/5,"Nov. 19, 2020",
2512,198,60 WPM,95.3%,66,4/5,"Nov. 19, 2020",
2513,197,56 WPM,94.4%,28,4/5,"Nov. 19, 2020",
2514,196,52 WPM,93.8%,29,4/5,"Nov. 19, 2020",
2515,195,63 WPM,96.3%,27,3/5,"Nov. 19, 2020",
2516,194,54 WPM,95.3%,34,4/5,"Nov. 19, 2020",
2517,193,55 WPM,96.8%,31,3/5,"Nov. 19, 2020",
2518,192,62 WPM,95.4%,59,5/5,"Nov. 19, 2020",
2519,191,71 WPM,96.8%,31,1/4,"Nov. 19, 2020",
2520,190,61 WPM,93.4%,42,4/5,"Nov. 19, 2020",
2521,189,57 WPM,94.2%,33,2/5,"Nov. 19, 2020",
2522,188,58 WPM,96.4%,47,4/5,"Nov. 19, 2020",
2523,187,60 WPM,95.0%,81,5/5,"Nov. 19, 2020",
2524,186,62 WPM,94.4%,33,2/5,"Nov. 19, 2020",
2525,185,63 WPM,97.0%,108,4/5,"Nov. 19, 2020",
2526,184,68 WPM,97.6%,30,4/5,"Nov. 19, 2020",
2527,183,76 WPM,98.5%,62,1/5,"Nov. 19, 2020",
2528,182,55 WPM,94.0%,38,4/5,"Nov. 19, 2020",
2529,181,55 WPM,95.4%,47,4/5,"Nov. 19, 2020",
2530,180,62 WPM,96.2%,57,4/5,"Nov. 19, 2020",
2531,179,60 WPM,95.1%,77,3/5,"Nov. 19, 2020",
2532,178,60 WPM,97.0%,55,2/5,"Nov. 19, 2020",
2533,177,64 WPM,97.4%,48,3/5,"Nov. 19, 2020",
2534,176,60 WPM,94.1%,31,5/5,"Nov. 19, 2020",
2535,175,57 WPM,94.5%,50,3/5,"Nov. 19, 2020",
2536,174,47 WPM,94.7%,26,3/5,"Nov. 19, 2020",
2537,173,63 WPM,96.4%,101,3/5,"Nov. 19, 2020",
2538,172,55 WPM,95.1%,43,3/5,"Nov. 19, 2020",
2539,171,59 WPM,95.9%,26,3/5,"Nov. 19, 2020",
2540,170,55 WPM,95.0%,40,3/4,"Nov. 19, 2020",
2541,169,70 WPM,97.1%,60,2/5,"Nov. 19, 2020",
2542,168,51 WPM,94.9%,37,3/5,"Nov. 19, 2020",
2543,167,58 WPM,96.0%,26,2/5,"Nov. 19, 2020",
2544,166,62 WPM,96.0%,77,3/5,"Nov. 19, 2020",
2545,165,58 WPM,95.2%,57,4/5,"Nov. 19, 2020",
2546,164,57 WPM,95.0%,28,5/5,"Nov. 19, 2020",
2547,163,56 WPM,94.7%,42,1/4,"Nov. 18, 2020",
2548,162,59 WPM,95.5%,29,3/5,"Nov. 18, 2020",
2549,161,52 WPM,93.6%,24,4/4,"Nov. 18, 2020",
2550,160,72 WPM,96.8%,44,1/5,"Nov. 18, 2020",
2551,159,57 WPM,95.9%,87,2/3,"Nov. 18, 2020",
2552,158,64 WPM,95.4%,50,2/5,"Nov. 18, 2020",
2553,157,48 WPM,93.9%,38,2/5,"Nov. 18, 2020",
2554,156,62 WPM,95.5%,39,5/5,"Nov. 18, 2020",
